step,variant,TA_RMSE_mean,TA_RMSE_std,TA_RMSE_min,TA_RMSE_max,HM_RMSE_mean,HM_RMSE_std,HM_RMSE_min,HM_RMSE_max,competition_score_mean,competition_score_std,competition_score_min,competition_score_max,TA_oof_RMSE_mean,TA_oof_RMSE_std,TA_oof_RMSE_min,TA_oof_RMSE_max,HM_oof_RMSE_mean,HM_oof_RMSE_std,HM_oof_RMSE_min,HM_oof_RMSE_max
0,step0_current_baseline,1.7495921724185652,0.013149045080051849,1.740573695441966,1.7646795814142893,7.304408530539495,0.1216935995912772,7.20892079501616,7.441432303402766,2.480033025472515,0.011455341100738009,2.466860944761922,2.4876664707397165,2.8419979515585534,0.03712001422226422,2.8009804232807736,2.8732801662285987,9.031026454721163,0.09756962196168367,8.958379853043372,9.141926458210731
3,step3_drop_lstm_missing_fraction,1.7752599693126117,0.07474234622309107,1.6991202353479666,1.8485217956433029,7.454777028600842,0.24491012471691775,7.181600285592533,7.654704325722547,2.5207376721726957,0.09875207780405713,2.41728026390722,2.6139922282155577,2.9275001257345394,0.04130517274344006,2.8798633197991546,2.953360178910099,8.88014805846334,0.07331658109522063,8.829183438030983,8.964173315834843
